actor_id,movie_id,role
768699,38722,
772391,300763,
777792,18119,
778405,154667,Herself
778542,86397,L'androïde
781188,125272,Amiga
789759,60804,Woman in Window
795559,371321,
797926,158505,Herself
799144,131928,Bessie Beary
799144,220431,Bessie Beary
799144,297392,Woody
799761,149629,
803960,322486,
804027,83401,Narrator
804470,223364,Hero's Wife
806361,171392,Eve
812023,217227,Le jeune femme
814138,203645,
814218,360909,Amy
815001,86801,
816434,271361,Mrs. McMull
819133,369522,Laurie
822085,19605,
824678,284900,Ella (She)
828060,134580,Woman
833710,141450,
835070,209705,Magdalene
835145,233469,Narrator
836252,123471,
837182,243772,
837941,369325,Lochforscherin
843629,124155,
